2020-01-26,14:11:40,0,Rebo4AI,1580044301491,Hiii Behzad!,TUTOR
2020-01-26,14:11:47,0,Behzad,1580044308041,hi,GREETING
2020-01-26,14:11:48,0,Rebo4AI,1580044309519,judgement1,TUTOR
2020-01-26,14:11:58,0,Behzad,1580044318245,positive,POSITIVE
2020-01-26,14:11:58,0,Rebo4AI,1580044319532,positiveExp1,TUTOR
2020-01-26,14:12:20,0,Behzad,1580044340260,posda,
2020-01-26,14:12:24,0,Rebo4AI,1580044345556,Heute wieder einmal kurz angebunden.,TUTOR
2020-01-26,14:12:24,0,Rebo4AI,1580044345560,emotions2,TUTOR
2020-01-26,14:12:42,0,Behzad,1580044362998,negative,NEGATIVE
2020-01-26,14:12:42,0,Behzad,1580044363004,negative,NEGATIVE
2020-01-26,14:12:44,0,Rebo4AI,1580044365579,learning1,TUTOR
2020-01-26,14:13:21,0,Behzad,1580044401655,adsad a,
2020-01-26,14:13:21,0,Behzad,1580044401657,adsad a,
2020-01-26,14:13:21,0,Behzad,1580044401658,adsad a,
2020-01-26,14:13:25,0,Rebo4AI,1580044407610,planning3,TUTOR
2020-01-26,14:13:58,0,Behzad,1580044438407,planing,
2020-01-26,14:14:01,0,Rebo4AI,1580044441637,planningNoCategory1,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-26,14:14:54,0,Rebo4AI,1580044495095,Hiii Behzad!,TUTOR
2020-01-26,14:14:59,0,Behzad,1580044499100,hi,GREETING
2020-01-26,14:14:59,0,Rebo4AI,1580044501119,judgement1,TUTOR
2020-01-26,14:15:05,0,Behzad,1580044505377,negative,NEGATIVE
2020-01-26,14:15:09,0,Rebo4AI,1580044511135,negativeExp3,TUTOR
2020-01-26,14:15:18,0,Behzad,1580044518141,sth sth,
2020-01-26,14:15:19,0,Rebo4AI,1580044521150,Heute wieder einmal kurz angebunden.,TUTOR
2020-01-26,14:15:19,0,Rebo4AI,1580044521154,negativExpAskFurther,TUTOR
2020-01-26,14:15:51,0,Behzad,1580044551107,sadsad asd sad ,
2020-01-26,14:15:55,0,Rebo4AI,1580044557185,emotions1,TUTOR
2020-01-26,14:16:02,0,Behzad,1580044562868,sda asd sad sad ,
2020-01-26,14:16:05,0,Rebo4AI,1580044567195,learning2,TUTOR
2020-01-26,14:16:14,0,Behzad,1580044574132,sasd asd sadsa das ,
2020-01-26,14:16:16,0,Rebo4AI,1580044577205,planning3,TUTOR
2020-01-26,14:16:36,0,Behzad,1580044596640,planing,
2020-01-26,14:16:36,0,Rebo4AI,1580044597218,planningNoCategory1,TUTOR
2020-01-26,14:16:56,0,Behzad,1580044616843,ssad ads ,
2020-01-26,14:16:57,0,Rebo4AI,1580044617236,closing3,TUTOR
2020-01-26,14:17:11,0,Behzad,1580044631821,zcsdfs dsd,
2020-01-26,14:17:12,0,Rebo4AI,1580044633254,goodbye1,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-26,17:26:24,0,Rebo4AI,1580055985737,Salam Behzad,TUTOR
2020-01-26,17:26:30,0,Behzad,1580055990269,hi,GREETING
2020-01-26,17:26:30,0,Rebo4AI,1580055991756,judgement1,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-26,17:27:12,0,Rebo4AI,1580056033626,Salam Behzad,TUTOR
2020-01-26,17:27:18,0,Behzad,1580056038564,hi,GREETING
2020-01-26,17:27:18,0,Rebo4AI,1580056039655,emotions1,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-26,17:39:14,0,Rebo4AI,1580056755544,Hello Behzad,TUTOR
2020-01-26,17:39:18,0,Behzad,1580056758534,hi,GREETING
