2020-02-05,13:55:33,0,Rebo4AI,1580907335430,Hi debugger!,TUTOR
2020-02-05,13:55:52,0,debugger,1580907352875,hi,GREETING
2020-02-05,13:55:52,0,Rebo4AI,1580907353476,We are here to have a conversation about ups and downs of AI and how it's affected our life.,TUTOR
2020-02-05,13:55:52,0,Rebo4AI,1580907353483,"Now, do you have a good feeling about AI?",TUTOR
2020-02-05,14:05:52,0,Rebo4AI,1580907953431,Could you explain more about your feeling? Why do you like or dislike it?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-05,14:06:30,0,Rebo4AI,1580907991202,Hi debugger!,TUTOR
2020-02-05,14:06:33,0,debugger,1580907993475,hi,GREETING
2020-02-05,14:06:33,0,Rebo4AI,1580907995224,I'm Rebo4AI and we are here to have a conversation about ups and downs of AI and how it's affected our life.,TUTOR
2020-02-05,14:06:33,0,Rebo4AI,1580907995227,"Now, do you have a good feeling about AI?",TUTOR
2020-02-05,14:07:19,0,debugger,1580908039857,"hm, i'm still undecided... | sometimes i wish i lived in the middle age.",JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION
2020-02-05,14:07:24,0,Rebo4AI,1580908045270,Could you explain more about your feeling? Why do you like or dislike it?,TUTOR
2020-02-05,14:10:02,0,debugger,1580908202869,it's not htat i like or dislike AI. it's just that i have the feeling that society as a whole doesn't really know what to do with it. and i'm concerned that a few big players like google or alibaba will rule the world in ten years.,JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION+PLANNING_GENERAL_NETAGIVE_ANNOTATION+PLANNING_DETAILED_POSITIVE_ANNOTATION+PLANNING_DETAILED_NETAGIVE_ANNOTATION
2020-02-05,14:10:04,0,Rebo4AI,1580908205394,How do you see AI affecting you in the future?,TUTOR
