2020-02-04,10:24:46,0,Rebo4AI,1580808287739,Hello David!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,10:24:47,0,Rebo4AI,1580808288915,Hi David!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,10:25:01,0,Rebo4AI,1580808302380,Hello David!,TUTOR
2020-02-04,10:25:04,0,David,1580808304526,hi,GREETING
2020-02-04,10:25:04,0,Rebo4AI,1580808306403,"I'm Rebo4AI and here to talk about various perspectives on how AI is important in your life, the impact of AI on your life, and your own role in interacting with AI-based technologies.",TUTOR
2020-02-04,10:25:04,0,Rebo4AI,1580808306412,"Can you tell me which AI-based systems you usually use? And how? Please name some concrete examples which you use such as Google's search engine, Youtube, GoogleMap, or ridesharing apps.",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,10:28:42,0,Rebo4AI,1580808523725,Hi David!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,10:29:14,0,Rebo4AI,1580808554870,Hi Kathrin!,TUTOR
2020-02-04,10:29:23,0,Kathrin,1580808563073,Hi.,GREETING
2020-02-04,10:29:23,0,Rebo4AI,1580808564917,"I'm Rebo4AI and here to talk about various perspectives on how AI is important in your life, the impact of AI on your life, and your own role in interacting with AI-based technologies.",TUTOR
2020-02-04,10:29:23,0,Rebo4AI,1580808564920,"Can you tell me which AI-based systems you usually use? And how? Please name some concrete examples which you use such as Google's search engine, Youtube, GoogleMap, or ridesharing apps.",TUTOR
2020-02-04,10:31:02,0,Kathrin,1580808662466,"I use Google|s search engine, youtube, GoogleMaps, amazon, DeepL.",JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION
2020-02-04,10:31:05,0,Rebo4AI,1580808667011,Good to hear that! So you are familiar with these kinds of stuff.,TUTOR
2020-02-04,10:31:05,0,Rebo4AI,1580808667015,What is the effect of such artificial intelligence systems or issues on your own life (professional or private)?,TUTOR
2020-02-04,10:33:20,0,Kathrin,1580808800419,"In my private life, it helps me in everyday activities. It makes life easier and saves my time. But I am also aware of the dangers, so it collects and uses lots of my private data. In my professional career, it might serve as technology during my PhD.",JUDGEMENT_ON_IMPLICATION_OPTIMISTIC_ANNOTATION+PLANNING_DETAILED_POSITIVE_ANNOTATION
2020-02-04,10:33:24,0,Rebo4AI,1580808805215,That's very optimistic! Do you think there are any negative side-effects as well?,TUTOR
2020-02-04,10:34:29,0,Kathrin,1580808869181,"I am aware of the dangers as well. So it collects and uses lots of mz private data, so I might loose privacy.",
2020-02-04,10:34:31,0,Rebo4AI,1580808873382,"Knowing essentials about how AI systems work, what could you do to increase the positive effects, and reduce negative effects?",TUTOR
2020-02-04,10:35:00,0,Kathrin,1580808900710,I have no idea.,PLANNING_DETAILED_NETAGIVE_ANNOTATION
2020-02-04,10:35:02,0,Rebo4AI,1580808903460,What of these plans can you implement already in the next one or two weeks?,TUTOR
2020-02-04,10:35:23,0,Kathrin,1580808923988,please make some suggestions to me.,JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION
2020-02-04,10:35:28,0,Rebo4AI,1580808929534,Thank you for discussing this with me!,TUTOR
2020-02-04,10:35:41,0,Kathrin,1580808941324,you are welcome.,
2020-02-04,10:35:43,0,Rebo4AI,1580808945582,Until the days!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,10:58:23,0,Rebo4AI,1580810304643,Hello Irmi!,TUTOR
2020-02-04,10:58:34,0,Irmi,1580810314481,hi rebo,GREETING
2020-02-04,10:58:34,0,Rebo4AI,1580810314684,My name is Rebo4AI. Let's see in what extent you encounter AI on your personal life or professional career and how much AI changes our life.,TUTOR
2020-02-04,10:58:34,0,Rebo4AI,1580810314687,"Can you tell me which AI-based systems you usually use? And how? Please name some concrete examples which you use such as Google's search engine, Youtube, GoogleMap, or ridesharing apps.",TUTOR
2020-02-04,10:59:56,0,Irmi,1580810396464,"i use most of the things you mentioned! google, yutube, google maps, definitely. i also use alexa and siri sometimes, i ",PLANNING_GENERAL_POSITIVE_ANNOTATION+JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION+PLANNING_DETAILED_POSITIVE_ANNOTATION
2020-02-04,10:59:56,0,Rebo4AI,1580810396752,Good to hear that! So you are familiar with these kinds of stuff.,TUTOR
2020-02-04,10:59:56,0,Rebo4AI,1580810396755,"What is the effects, positive or negative one, of such artificial intelligence systems or issues on your own life (professional or private)?",TUTOR
2020-02-04,11:01:31,0,Irmi,1580810491612,"there are two sides to this, really... | rebo? where are you???",JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION
2020-02-04,11:01:34,0,Rebo4AI,1580810494837,"IN UNKNOWN BRANCH, I think it is better if Rebo4AI says sth like Uhum, OK or ask for talking vividly about ups and downs of rather than just go on to the next level.",TUTOR
2020-02-04,11:01:34,0,Rebo4AI,1580810494841,What kind of work could you do to overcome negative consequences and increase positive ones?,TUTOR
2020-02-04,11:03:49,0,Irmi,1580810629838,do you have any suggestions for me? not sure if that is in my hands... | jkjk,JUDGEMENT_ON_RELEVANCE_NEGATIVE_ANNOTATION
2020-02-04,11:03:52,0,Rebo4AI,1580810632958,"Now, you know somethings about AI and its effects on your life. How can it be translated into practice?",TUTOR
2020-02-04,11:05:54,0,Irmi,1580810754616,"i know which possible uses of ai there are for my personal and professional life. also, which data i am giving away and what i want to keep private.",PLANNING_GENERAL_POSITIVE_ANNOTATION+PLANNING_DETAILED_POSITIVE_ANNOTATION
2020-02-04,11:05:56,0,Rebo4AI,1580810757067,It seems you figure it out.,TUTOR
2020-02-04,11:05:56,0,Rebo4AI,1580810757070,Thank you for discussing this with me!,TUTOR
2020-02-04,11:17:50,0,Rebo4AI,1580811470873,See you soon!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,11:33:47,0,Rebo4AI,1580812428522,Hi Rebo4AI!,TUTOR
2020-02-04,11:33:55,0,Irmi,1580812487313,HI,GREETING
2020-02-04,11:34:47,0,Rebo4AI,1580812488569,My name is Rebo4AI. Let's see in what extent you encounter AI on your personal life or professional career and how much AI changes our life.,TUTOR
2020-02-04,11:34:47,0,Rebo4AI,1580812488571,"What Do you think about how many times and how you use an AI-based system in a week? Please name some concrete examples which you use such as Google's search engine, Youtube, GoogleMap, or ridesharing apps.",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,11:36:23,0,Rebo4AI,1580812584496,Hello Irmi!,TUTOR
2020-02-04,11:36:26,0,Irmi,1580812591755,hi,GREETING
2020-02-04,11:36:31,0,Rebo4AI,1580812592523,My name is Rebo4AI. Let's see in what extent you encounter AI on your personal life or professional career and how much AI changes our life.,TUTOR
2020-02-04,11:36:31,0,Rebo4AI,1580812592524,"What kind of AI-based systems do you use in a day or week? How? Please name some concrete examples which you use such as Google's search engine, Youtube, GoogleMap, or ridesharing apps.",TUTOR
2020-02-04,11:36:47,0,Irmi,1580812625301,hi i use ,GREETING+JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION
2020-02-04,11:37:07,0,Rebo4AI,1580812628545,Good to hear that! So you are familiar with these kinds of stuff.,TUTOR
2020-02-04,11:37:07,0,Rebo4AI,1580812628548,What is the effect of such artificial intelligence systems or issues on your own life (professional or private)?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,11:45:07,0,Rebo4AI,1580813108769,Hi Irmi!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-04,11:49:38,0,Rebo4AI,1580813379417,Hi Irmi!,TUTOR
2020-02-04,11:49:45,0,Irmi,1580813396484,hi,GREETING
2020-02-04,11:49:56,0,Rebo4AI,1580813397445,My name is Rebo4AI. Let's see in what extent you encounter AI on your personal life or professional career and how much AI changes our life.,TUTOR
2020-02-04,11:49:56,0,Rebo4AI,1580813397446,"What Do you think about how many times and how you use an AI-based system in a week? Please name some concrete examples which you use such as Google's search engine, Youtube, GoogleMap, or ridesharing apps.",TUTOR
2020-02-04,11:50:04,0,Irmi,1580813404317,i use,JUDGEMENT_ON_RELEVANCE_POSITIVE_ANNOTATION
