2020-02-13,20:48:18,0,Rebo4AI,1581623300841,Hello Behzad! I'm Rebo4AI.,INTRODUCE
2020-02-13,20:48:25,0,Rebo4AI,1581623306887,Which topic do you want?.,ASK
2020-02-13,20:48:33,0,Behzad,1581623314173,rebo,TRIGGER_REBO4AI
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-13,21:04:28,0,Rebo4AI,1581624268757,Hello Behzad! I'm Rebo4AI.,INTRODUCE
2020-02-13,21:04:34,0,Rebo4AI,1581624276799,Which topic do you want?,ASK
2020-02-13,21:04:39,0,Behzad,1581624280058,rebo,TRIGGER_REBO4AI
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-13,21:05:47,0,Rebo4AI,1581624347457,Hello Behzad! I'm Rebo4AI.,INTRODUCE
2020-02-13,21:05:53,0,Rebo4AI,1581624355500,Which topic do you want?,ASK
2020-02-13,21:05:57,0,Behzad,1581624357393,rebo,TRIGGER_REBO4AI
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-13,21:08:37,0,Rebo4AI,1581624518157,Hello Behzad! I'm Rebo4AI.,INTRODUCE
2020-02-13,21:08:44,0,Rebo4AI,1581624526193,Which topic do you want?,ASK
2020-02-13,21:08:47,0,Behzad,1581624527370,rebo,TRIGGER_REBO4AI+QUESTION
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-13,21:12:23,0,Rebo4AI,1581624743242,Hello Behzad! I'm Rebo4AI.,INTRODUCE
2020-02-13,21:12:29,0,Rebo4AI,1581624751280,Which topic do you want?,ASK_ABOUT_TOPIC
2020-02-13,21:12:32,0,Behzad,1581624752756,rebo,TRIGGER_REBO4AI+QUESTION
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-13,21:13:48,0,Rebo4AI,1581624829645,Hello Behzad! I'm Rebo4AI.,INTRODUCE
2020-02-13,21:13:54,0,Rebo4AI,1581624835701,Which topic do you want?,ASK_ABOUT_TOPIC
2020-02-13,21:13:56,0,Behzad,1581624836676,rebo,TRIGGER_REBO4AI
2020-02-13,21:14:09,0,Behzad,1581624849517,yes,AFFIRMATIVE
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-02-13,21:15:12,0,Rebo4AI,1581624912667,Hello Behzad! I'm Rebo4AI.,INTRODUCE
